region,disease,data,val
western europe,gonadal_germ_cell,incidence,58
western europe,gonadal_germ_cell,lower,34
western europe,gonadal_germ_cell,upper,85
western europe,gonadal_carcinoma,incidence,3
western europe,gonadal_carcinoma,lower,0
western europe,gonadal_carcinoma,upper,11
western europe,unspecified_gonadal,incidence,4
western europe,unspecified_gonadal,lower,1
western europe,unspecified_gonadal,upper,10
northern america,germ_cell_tumours,incidence,352
northern america,germ_cell_tumours,lower,274
northern america,germ_cell_tumours,upper,426
northern america,cns_germ_cell,incidence,105
northern america,cns_germ_cell,lower,46
northern america,cns_germ_cell,upper,144
northern america,other_extragonadal,incidence,86
northern america,other_extragonadal,lower,49
northern america,other_extragonadal,upper,115
northern america,gonadal_germ_cell,incidence,145
northern america,gonadal_germ_cell,lower,97
northern america,gonadal_germ_cell,upper,192
northern america,gonadal_carcinoma,incidence,6
northern america,gonadal_carcinoma,lower,1
northern america,gonadal_carcinoma,upper,12
northern america,unspecified_gonadal,incidence,11
northern america,unspecified_gonadal,lower,4
northern america,unspecified_gonadal,upper,19
caribbean,germ_cell_tumours,incidence,48
caribbean,germ_cell_tumours,lower,25
caribbean,germ_cell_tumours,upper,86
caribbean,cns_germ_cell,incidence,4
caribbean,cns_germ_cell,lower,0
caribbean,cns_germ_cell,upper,11
caribbean,other_extragonadal,incidence,11
caribbean,other_extragonadal,lower,3
caribbean,other_extragonadal,upper,24
caribbean,gonadal_germ_cell,incidence,26
caribbean,gonadal_germ_cell,lower,10
caribbean,gonadal_germ_cell,upper,47
caribbean,gonadal_carcinoma,incidence,4
caribbean,gonadal_carcinoma,lower,0
caribbean,gonadal_carcinoma,upper,21
caribbean,unspecified_gonadal,incidence,3
caribbean,unspecified_gonadal,lower,0
caribbean,unspecified_gonadal,upper,12
central america,germ_cell_tumours,incidence,542
central america,germ_cell_tumours,lower,291
central america,germ_cell_tumours,upper,818
central america,cns_germ_cell,incidence,78
central america,cns_germ_cell,lower,28
central america,cns_germ_cell,upper,146
central america,other_extragonadal,incidence,48
central america,other_extragonadal,lower,20
central america,other_extragonadal,upper,76
central america,gonadal_germ_cell,incidence,324
central america,gonadal_germ_cell,lower,109
central america,gonadal_germ_cell,upper,567
central america,gonadal_carcinoma,incidence,56
central america,gonadal_carcinoma,lower,11
