region,disease,data,val
western europe,cns_neoplasms,incidence,942
western europe,cns_neoplasms,lower,799
western europe,cns_neoplasms,upper,1105
western europe,ependymoma,incidence,97
western europe,ependymoma,lower,65
western europe,ependymoma,upper,129
western europe,astrocytoma,incidence,383
western europe,astrocytoma,lower,239
western europe,astrocytoma,upper,496
western europe,cns_embryonal,incidence,200
western europe,cns_embryonal,lower,133
western europe,cns_embryonal,upper,259
western europe,other_gliomas,incidence,102
western europe,other_gliomas,lower,58
western europe,other_gliomas,upper,146
western europe,other_specified_cns,incidence,114
western europe,other_specified_cns,lower,74
western europe,other_specified_cns,upper,159
western europe,unspecified_cns,incidence,46
western europe,unspecified_cns,lower,21
western europe,unspecified_cns,upper,71
northern america,cns_neoplasms,incidence,2560
northern america,cns_neoplasms,lower,2243
northern america,cns_neoplasms,upper,2865
northern america,ependymoma,incidence,228
northern america,ependymoma,lower,94
northern america,ependymoma,upper,304
northern america,astrocytoma,incidence,1093
northern america,astrocytoma,lower,810
northern america,astrocytoma,upper,1287
northern america,cns_embryonal,incidence,510
northern america,cns_embryonal,lower,398
northern america,cns_embryonal,upper,616
northern america,other_gliomas,incidence,359
northern america,other_gliomas,lower,164
northern america,other_gliomas,upper,466
northern america,other_specified_cns,incidence,285
northern america,other_specified_cns,lower,79
northern america,other_specified_cns,upper,388
northern america,unspecified_cns,incidence,85
northern america,unspecified_cns,lower,45
northern america,unspecified_cns,upper,119
caribbean,cns_neoplasms,incidence,249
caribbean,cns_neoplasms,lower,185
caribbean,cns_neoplasms,upper,326
caribbean,ependymoma,incidence,27
caribbean,ependymoma,lower,13
caribbean,ependymoma,upper,43
caribbean,astrocytoma,incidence,98
caribbean,astrocytoma,lower,53
caribbean,astrocytoma,upper,163
caribbean,cns_embryonal,incidence,57
caribbean,cns_embryonal,lower,32
caribbean,cns_embryonal,upper,92
caribbean,other_gliomas,incidence,24
caribbean,other_gliomas,lower,9
caribbean,other_gliomas,upper,44
caribbean,other_specified_cns,incidence,13
caribbean,other_specified_cns,lower,3
caribbean,other_specified_cns,upper,27
caribbean,unspecified_cns,incidence,30
caribbean,unspecified_cns,lower,10
caribbean,unspecified_cns,upper,52
central america,cns_neoplasms,incidence,1369
central america,cns_neoplasms,lower,971
central america,cns_neoplasms,upper,1811
central america,ependymoma,incidence,183
central america,ependymoma,lower,90
central america,ependymoma,upper,311
central america,astrocytoma,incidence,519
central america,astrocytoma,lower,248
central america,astrocytoma,upper,784
central america,cns_embryonal,incidence,376
central america,cns_embryonal,lower,190
central america,cns_embryonal,upper,576
central america,other_gliomas,incidence,88
central america,other_gliomas,lower,46
central america,other_gliomas,upper,148
central america,other_specified_cns,incidence,49
central america,other_specified_cns,lower,24
central america,other_specified_cns,upper,98
central america,unspecified_cns,incidence,154
central america,unspecified_cns,lower,79
central america,unspecified_cns,upper,243
south america,cns_neoplasms,incidence,3093
south america,cns_neoplasms,lower,2492
south america,cns_neoplasms,upper,3666
south america,ependymoma,incidence,357
south america,ependymoma,lower,232
south america,ependymoma,upper,488
south america,astrocytoma,incidence,1032
south america,astrocytoma,lower,636
south america,astrocytoma,upper,1475
south america,cns_embryonal,incidence,782
south america,cns_embryonal,lower,516
south america,cns_embryonal,upper,1069
south america,other_gliomas,incidence,300
south america,other_gliomas,lower,154
south america,other_gliomas,upper,428
south america,other_specified_cns,incidence,126
south america,other_specified_cns,lower,72
south america,other_specified_cns,upper,204
south america,unspecified_cns,incidence,494
south america,unspecified_cns,lower,320
south america,unspecified_cns,upper,692
oceania,cns_neoplasms,incidence,79
oceania,cns_neoplasms,lower,47
oceania,cns_neoplasms,upper,113
oceania,ependymoma,incidence,7
oceania,ependymoma,lower,1
oceania,ependymoma,upper,16
oceania,astrocytoma,incidence,20
oceania,astrocytoma,lower,5
oceania,astrocytoma,upper,39
oceania,cns_embryonal,incidence,31
oceania,cns_embryonal,lower,9
oceania,cns_embryonal,upper,57
oceania,other_gliomas,incidence,9
oceania,other_gliomas,lower,2
oceania,other_gliomas,upper,20
oceania,other_specified_cns,incidence,5
oceania,other_specified_cns,lower,0
oceania,other_specified_cns,upper,12
oceania,unspecified_cns,incidence,6
oceania,unspecified_cns,lower,0
oceania,unspecified_cns,upper,16
australia/new zealand,cns_neoplasms,incidence,121
australia/new zealand,cns_neoplasms,lower,82
australia/new zealand,cns_neoplasms,upper,166
australia/new zealand,ependymoma,incidence,15
australia/new zealand,ependymoma,lower,4
australia/new zealand,ependymoma,upper,29
australia/new zealand,astrocytoma,incidence,43
australia/new zealand,astrocytoma,lower,16
australia/new zealand,astrocytoma,upper,70
australia/new zealand,cns_embryonal,incidence,36
australia/new zealand,cns_embryonal,lower,10
australia/new zealand,cns_embryonal,upper,64
australia/new zealand,other_gliomas,incidence,17
australia/new zealand,other_gliomas,lower,5
australia/new zealand,other_gliomas,upper,31
australia/new zealand,other_specified_cns,incidence,2
australia/new zealand,other_specified_cns,lower,0
australia/new zealand,other_specified_cns,upper,7
australia/new zealand,unspecified_cns,incidence,7
australia/new zealand,unspecified_cns,lower,1
australia/new zealand,unspecified_cns,upper,16
